,name_long,name,path_left_read,path_right_read,region,location,latitude,longitude,altitude
189,Norway-Kautokeino.KAU20,KAU20,betula_pendula/40713_ID1242_15-KAU20-A001-G02_S1_L001_R1_001.fastq.gz,betula_pendula/40713_ID1242_15-KAU20-A001-G02_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
190,Norway-Kautokeino.KAU22,KAU22,betula_pendula/40799_ID1242_101-KAU22-A002-E01_S1_L001_R1_001.fastq.gz,betula_pendula/40799_ID1242_101-KAU22-A002-E01_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
191,Norway-Kautokeino.KAU23,KAU23,betula_pendula/40717_ID1242_19-KAU23-A001-C03_S1_L001_R1_001.fastq.gz,betula_pendula/40717_ID1242_19-KAU23-A001-C03_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
192,Norway-Kautokeino.KAU24,KAU24,betula_pendula/40746_ID1242_48-KAU24-A001-H06_S1_L001_R1_001.fastq.gz,betula_pendula/40746_ID1242_48-KAU24-A001-H06_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
193,Norway-Kautokeino.KAU25,KAU25,betula_pendula/40785_ID1242_87-KAU25-A001-G11_S1_L001_R1_001.fastq.gz,betula_pendula/40785_ID1242_87-KAU25-A001-G11_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
194,Norway-Kautokeino.KAU26,KAU26,betula_pendula/40774_ID1242_76-KAU26-A001-D10_S1_L001_R1_001.fastq.gz,betula_pendula/40774_ID1242_76-KAU26-A001-D10_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
195,Norway-Kautokeino.KAU27,KAU27,betula_pendula/40873_ID1242_175-KAU27-A002-G10_S1_L001_R1_001.fastq.gz,betula_pendula/40873_ID1242_175-KAU27-A002-G10_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
196,Norway-Kautokeino.KAU28,KAU28,betula_pendula/40735_ID1242_37-KAU28-A001-E05_S1_L001_R1_001.fastq.gz,betula_pendula/40735_ID1242_37-KAU28-A001-E05_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
197,Norway-Kautokeino.KAU29,KAU29,betula_pendula/40885_ID1242_187-KAU29-A002-C12_S1_L001_R1_001.fastq.gz,betula_pendula/40885_ID1242_187-KAU29-A002-C12_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
198,Norway-Kautokeino.KAU30,KAU30,betula_pendula/40794_ID1242_96-KAU30-A001-H12_S1_L001_R1_001.fastq.gz,betula_pendula/40794_ID1242_96-KAU30-A001-H12_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
199,Norway-Kautokeino.KAU31,KAU31,betula_pendula/40761_ID1242_63-KAU31-A001-G08_S1_L001_R1_001.fastq.gz,betula_pendula/40761_ID1242_63-KAU31-A001-G08_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
200,Norway-Kautokeino.KAU32,KAU32,betula_pendula/40859_ID1242_161-KAU32-A002-A09_S1_L001_R1_001.fastq.gz,betula_pendula/40859_ID1242_161-KAU32-A002-A09_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
201,Norway-Kautokeino.KAU33,KAU33,betula_pendula/40766_ID1242_68-KAU33-A001-D09_S1_L001_R1_001.fastq.gz,betula_pendula/40766_ID1242_68-KAU33-A001-D09_S1_L001_R2_001.fastq.gz,Norway,Kautokeino,69.11,23.25,321
202,Sweden-Lingbo.LIN01,LIN01,betula_pendula/40671_ID1242_369-LIN01-A004-A11_S1_L001_R1_001.fastq.gz,betula_pendula/40671_ID1242_369-LIN01-A004-A11_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
203,Sweden-Lingbo.LIN02,LIN02,betula_pendula/40680_ID1242_378-LIN02-A004-B12_S1_L001_R1_001.fastq.gz,betula_pendula/40680_ID1242_378-LIN02-A004-B12_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
204,Sweden-Lingbo.LIN03,LIN03,betula_pendula/40505_ID1242_203-LIN03-A003-C02_S1_L001_R1_001.fastq.gz,betula_pendula/40505_ID1242_203-LIN03-A003-C02_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
205,Sweden-Lingbo.LIN06,LIN06,betula_pendula/40685_ID1242_383-LIN06-A004-G12_S1_L001_R1_001.fastq.gz,betula_pendula/40685_ID1242_383-LIN06-A004-G12_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
206,Sweden-Lingbo.LIN07,LIN07,betula_pendula/40620_ID1242_318-LIN07-A004-F04_S1_L001_R1_001.fastq.gz,betula_pendula/40620_ID1242_318-LIN07-A004-F04_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
207,Sweden-Lingbo.LIN08,LIN08,betula_pendula/40676_ID1242_374-LIN08-A004-F11_S1_L001_R1_001.fastq.gz,betula_pendula/40676_ID1242_374-LIN08-A004-F11_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
208,Sweden-Lingbo.LIN10,LIN10,betula_pendula/40652_ID1242_350-LIN10-A004-F08_S1_L001_R1_001.fastq.gz,betula_pendula/40652_ID1242_350-LIN10-A004-F08_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
209,Sweden-Lingbo.LIN13,LIN13,betula_pendula/40600_ID1242_298-LIN13-A004-B02_S1_L001_R1_001.fastq.gz,betula_pendula/40600_ID1242_298-LIN13-A004-B02_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
210,Sweden-Lingbo.LIN14,LIN14,betula_pendula/40655_ID1242_353-LIN14-A004-A09_S1_L001_R1_001.fastq.gz,betula_pendula/40655_ID1242_353-LIN14-A004-A09_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
211,Sweden-Lingbo.LIN15,LIN15,betula_pendula/40630_ID1242_328-LIN15-A004-H05_S1_L001_R1_001.fastq.gz,betula_pendula/40630_ID1242_328-LIN15-A004-H05_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
212,Sweden-Lingbo.LIN16,LIN16,betula_pendula/40641_ID1242_339-LIN16-A004-C07_S1_L001_R1_001.fastq.gz,betula_pendula/40641_ID1242_339-LIN16-A004-C07_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
213,Sweden-Lingbo.LIN18,LIN18,betula_pendula/40617_ID1242_315-LIN18-A004-C04_S1_L001_R1_001.fastq.gz,betula_pendula/40617_ID1242_315-LIN18-A004-C04_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
214,Sweden-Lingbo.LIN19,LIN19,betula_pendula/40664_ID1242_362-LIN19-A004-B10_S1_L001_R1_001.fastq.gz,betula_pendula/40664_ID1242_362-LIN19-A004-B10_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
215,Sweden-Lingbo.LIN21,LIN21,betula_pendula/40499_ID1242_197-LIN21-A003-E01_S1_L001_R1_001.fastq.gz,betula_pendula/40499_ID1242_197-LIN21-A003-E01_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
216,Sweden-Lingbo.LIN22,LIN22,betula_pendula/40684_ID1242_382-LIN22-A004-F12_S1_L001_R1_001.fastq.gz,betula_pendula/40684_ID1242_382-LIN22-A004-F12_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
217,Sweden-Lingbo.LIN23,LIN23,betula_pendula/40936_ID1242_430-LIN23-A005-F06_S1_L001_R1_001.fastq.gz,betula_pendula/40936_ID1242_430-LIN23-A005-F06_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
218,Sweden-Lingbo.LIN24,LIN24,betula_pendula/40896_ID1242_390-LIN24-A005-F01_S1_L001_R1_001.fastq.gz,betula_pendula/40896_ID1242_390-LIN24-A005-F01_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
219,Sweden-Lingbo.LIN25,LIN25,betula_pendula/40500_ID1242_198-LIN25-A003-F01_S1_L001_R1_001.fastq.gz,betula_pendula/40500_ID1242_198-LIN25-A003-F01_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
220,Sweden-Lingbo.LIN26,LIN26,betula_pendula/40582_ID1242_280-LIN26-A003-H11_S1_L001_R1_001.fastq.gz,betula_pendula/40582_ID1242_280-LIN26-A003-H11_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
221,Sweden-Lingbo.LIN27,LIN27,betula_pendula/40549_ID1242_247-LIN27-A003-G07_S1_L001_R1_001.fastq.gz,betula_pendula/40549_ID1242_247-LIN27-A003-G07_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
222,Sweden-Lingbo.LIN28,LIN28,betula_pendula/40502_ID1242_200-LIN28-A003-H01_S1_L001_R1_001.fastq.gz,betula_pendula/40502_ID1242_200-LIN28-A003-H01_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
223,Sweden-Lingbo.LIN29,LIN29,betula_pendula/40638_ID1242_336-LIN29-A004-H06_S1_L001_R1_001.fastq.gz,betula_pendula/40638_ID1242_336-LIN29-A004-H06_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
224,Sweden-Lingbo.LIN32,LIN32,betula_pendula/40601_ID1242_299-LIN32-A004-C02_S1_L001_R1_001.fastq.gz,betula_pendula/40601_ID1242_299-LIN32-A004-C02_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
225,Sweden-Lingbo.LIN33,LIN33,betula_pendula/40677_ID1242_375-LIN33-A004-G11_S1_L001_R1_001.fastq.gz,betula_pendula/40677_ID1242_375-LIN33-A004-G11_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
226,Sweden-Lingbo.LIN34,LIN34,betula_pendula/40672_ID1242_370-LIN34-A004-B11_S1_L001_R1_001.fastq.gz,betula_pendula/40672_ID1242_370-LIN34-A004-B11_S1_L001_R2_001.fastq.gz,Sweden,Lingbo,61.03,16.65,90
227,Sweden-Moklinta.MOK01,MOK01,betula_pendula/40528_ID1242_226-MOK01-A003-B05_S1_L001_R1_001.fastq.gz,betula_pendula/40528_ID1242_226-MOK01-A003-B05_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
228,Sweden-Moklinta.MOK04,MOK04,betula_pendula/40593_ID1242_291-MOK04-A004-C01_S1_L001_R1_001.fastq.gz,betula_pendula/40593_ID1242_291-MOK04-A004-C01_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
229,Sweden-Moklinta.MOK07,MOK07,betula_pendula/40656_ID1242_354-MOK07-A004-B09_S1_L001_R1_001.fastq.gz,betula_pendula/40656_ID1242_354-MOK07-A004-B09_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
230,Sweden-Moklinta.MOK10,MOK10,betula_pendula/40673_ID1242_371-MOK10-A004-C11_S1_L001_R1_001.fastq.gz,betula_pendula/40673_ID1242_371-MOK10-A004-C11_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
231,Sweden-Moklinta.MOK11,MOK11,betula_pendula_resequence/45506_ID1242_388-MOK11-A005-D01_S4_L001_R1_001.fastq.gz,betula_pendula_resequence/45506_ID1242_388-MOK11-A005-D01_S4_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
232,Sweden-Moklinta.MOK12,MOK12,betula_pendula/40615_ID1242_313-MOK12-A004-A04_S1_L001_R1_001.fastq.gz,betula_pendula/40615_ID1242_313-MOK12-A004-A04_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
233,Sweden-Moklinta.MOK13,MOK13,betula_pendula/40538_ID1242_236-MOK13-A003-D06_S1_L001_R1_001.fastq.gz,betula_pendula/40538_ID1242_236-MOK13-A003-D06_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
234,Sweden-Moklinta.MOK23,MOK23,betula_pendula/40562_ID1242_260-MOK23-A003-D09_S1_L001_R1_001.fastq.gz,betula_pendula/40562_ID1242_260-MOK23-A003-D09_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
235,Sweden-Moklinta.MOK25,MOK25,betula_pendula/40525_ID1242_223-MOK25-A003-G04_S1_L001_R1_001.fastq.gz,betula_pendula/40525_ID1242_223-MOK25-A003-G04_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
236,Sweden-Moklinta.MOK26,MOK26,betula_pendula/40510_ID1242_208-MOK26-A003-H02_S1_L001_R1_001.fastq.gz,betula_pendula/40510_ID1242_208-MOK26-A003-H02_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
237,Sweden-Moklinta.MOK28,MOK28,betula_pendula/40818_ID1242_120-MOK28-A002-H03_S1_L001_R1_001.fastq.gz,betula_pendula/40818_ID1242_120-MOK28-A002-H03_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
238,Sweden-Moklinta.MOK29,MOK29,betula_pendula/40498_ID1242_196-MOK29-A003-D01_S1_L001_R1_001.fastq.gz,betula_pendula/40498_ID1242_196-MOK29-A003-D01_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
239,Sweden-Moklinta.MOK30,MOK30,betula_pendula/40670_ID1242_368-MOK30-A004-H10_S1_L001_R1_001.fastq.gz,betula_pendula/40670_ID1242_368-MOK30-A004-H10_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
240,Sweden-Moklinta.MOK31,MOK31,betula_pendula/40527_ID1242_225-MOK31-A003-A05_S1_L001_R1_001.fastq.gz,betula_pendula/40527_ID1242_225-MOK31-A003-A05_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
241,Sweden-Moklinta.MOK32,MOK32,betula_pendula/40628_ID1242_326-MOK32-A004-F05_S1_L001_R1_001.fastq.gz,betula_pendula/40628_ID1242_326-MOK32-A004-F05_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
242,Sweden-Moklinta.MOK33,MOK33,betula_pendula/40574_ID1242_272-MOK33-A003-H10_S1_L001_R1_001.fastq.gz,betula_pendula/40574_ID1242_272-MOK33-A003-H10_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
243,Sweden-Moklinta.MOK35,MOK35,betula_pendula/40796_ID1242_98-MOK35-A002-B01_S1_L001_R1_001.fastq.gz,betula_pendula/40796_ID1242_98-MOK35-A002-B01_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
244,Sweden-Moklinta.MOK36,MOK36,betula_pendula/40886_ID1242_188-MOK36-A002-D12_S1_L001_R1_001.fastq.gz,betula_pendula/40886_ID1242_188-MOK36-A002-D12_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
245,Sweden-Moklinta.MOK37,MOK37,betula_pendula/40874_ID1242_176-MOK37-A002-H10_S1_L001_R1_001.fastq.gz,betula_pendula/40874_ID1242_176-MOK37-A002-H10_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
246,Sweden-Moklinta.MOK38,MOK38,betula_pendula/40726_ID1242_28-MOK38-A001-D04_S1_L001_R1_001.fastq.gz,betula_pendula/40726_ID1242_28-MOK38-A001-D04_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
247,Sweden-Moklinta.MOK39,MOK39,betula_pendula/40867_ID1242_169-MOK39-A002-A10_S1_L001_R1_001.fastq.gz,betula_pendula/40867_ID1242_169-MOK39-A002-A10_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
248,Sweden-Moklinta.MOK40,MOK40,betula_pendula/40624_ID1242_322-MOK40-A004-B05_S1_L001_R1_001.fastq.gz,betula_pendula/40624_ID1242_322-MOK40-A004-B05_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
249,Sweden-Moklinta.MOK41,MOK41,betula_pendula/40548_ID1242_246-MOK41-A003-F07_S1_L001_R1_001.fastq.gz,betula_pendula/40548_ID1242_246-MOK41-A003-F07_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
250,Sweden-Moklinta.MOK42,MOK42,betula_pendula/40612_ID1242_310-MOK42-A004-F03_S1_L001_R1_001.fastq.gz,betula_pendula/40612_ID1242_310-MOK42-A004-F03_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
251,Sweden-Moklinta.MOK43,MOK43,betula_pendula/40647_ID1242_345-MOK43-A004-A08_S1_L001_R1_001.fastq.gz,betula_pendula/40647_ID1242_345-MOK43-A004-A08_S1_L001_R2_001.fastq.gz,Sweden,Moklinta,60.1,16.67,125
252,Sweden-NedreSoppero.NED01,NED01,betula_pendula/40825_ID1242_127-NED01-A002-G04_S1_L001_R1_001.fastq.gz,betula_pendula/40825_ID1242_127-NED01-A002-G04_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
253,Sweden-NedreSoppero.NED02,NED02,betula_pendula/40721_ID1242_23-NED02-A001-G03_S1_L001_R1_001.fastq.gz,betula_pendula/40721_ID1242_23-NED02-A001-G03_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
254,Sweden-NedreSoppero.NED04,NED04,betula_pendula/40728_ID1242_30-NED04-A001-F04_S1_L001_R1_001.fastq.gz,betula_pendula/40728_ID1242_30-NED04-A001-F04_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
255,Sweden-NedreSoppero.NED06,NED06,betula_pendula/40550_ID1242_248-NED06-A003-H07_S1_L001_R1_001.fastq.gz,betula_pendula/40550_ID1242_248-NED06-A003-H07_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
256,Sweden-NedreSoppero.NED07,NED07,betula_pendula/40727_ID1242_29-NED07-A001-E04_S1_L001_R1_001.fastq.gz,betula_pendula/40727_ID1242_29-NED07-A001-E04_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
257,Sweden-NedreSoppero.NED08,NED08,betula_pendula/40830_ID1242_132-NED08-A002-D05_S1_L001_R1_001.fastq.gz,betula_pendula/40830_ID1242_132-NED08-A002-D05_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
258,Sweden-NedreSoppero.NED09,NED09,betula_pendula/40722_ID1242_24-NED09-A001-H03_S1_L001_R1_001.fastq.gz,betula_pendula/40722_ID1242_24-NED09-A001-H03_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
259,Sweden-NedreSoppero.NED11,NED11,betula_pendula/40868_ID1242_170-NED11-A002-B10_S1_L001_R1_001.fastq.gz,betula_pendula/40868_ID1242_170-NED11-A002-B10_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
260,Sweden-NedreSoppero.NED13,NED13,betula_pendula/40781_ID1242_83-NED13-A001-C11_S1_L001_R1_001.fastq.gz,betula_pendula/40781_ID1242_83-NED13-A001-C11_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
261,Sweden-NedreSoppero.NED14,NED14,betula_pendula/40839_ID1242_141-NED14-A002-E06_S1_L001_R1_001.fastq.gz,betula_pendula/40839_ID1242_141-NED14-A002-E06_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
262,Sweden-NedreSoppero.NED15,NED15,betula_pendula/40826_ID1242_128-NED15-A002-H04_S1_L001_R1_001.fastq.gz,betula_pendula/40826_ID1242_128-NED15-A002-H04_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
263,Sweden-NedreSoppero.NED16,NED16,betula_pendula/40744_ID1242_46-NED16-A001-F06_S1_L001_R1_001.fastq.gz,betula_pendula/40744_ID1242_46-NED16-A001-F06_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
264,Sweden-NedreSoppero.NED17,NED17,betula_pendula/40739_ID1242_41-NED17-A001-A06_S1_L001_R1_001.fastq.gz,betula_pendula/40739_ID1242_41-NED17-A001-A06_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
265,Sweden-NedreSoppero.NED18,NED18,betula_pendula/40777_ID1242_79-NED18-A001-G10_S1_L001_R1_001.fastq.gz,betula_pendula/40777_ID1242_79-NED18-A001-G10_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
266,Sweden-NedreSoppero.NED19,NED19,betula_pendula/40858_ID1242_160-NED19-A002-H08_S1_L001_R1_001.fastq.gz,betula_pendula/40858_ID1242_160-NED19-A002-H08_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
267,Sweden-NedreSoppero.NED20,NED20,betula_pendula/40708_ID1242_10-NED20-A001-B02_S1_L001_R1_001.fastq.gz,betula_pendula/40708_ID1242_10-NED20-A001-B02_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
268,Sweden-NedreSoppero.NED21,NED21,betula_pendula/40845_ID1242_147-NED21-A002-C07_S1_L001_R1_001.fastq.gz,betula_pendula/40845_ID1242_147-NED21-A002-C07_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
269,Sweden-NedreSoppero.NED23,NED23,betula_pendula/40768_ID1242_70-NED23-A001-F09_S1_L001_R1_001.fastq.gz,betula_pendula/40768_ID1242_70-NED23-A001-F09_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
270,Sweden-NedreSoppero.NED24,NED24,betula_pendula/40852_ID1242_154-NED24-A002-B08_S1_L001_R1_001.fastq.gz,betula_pendula/40852_ID1242_154-NED24-A002-B08_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
271,Sweden-NedreSoppero.NED25,NED25,betula_pendula/40838_ID1242_140-NED25-A002-D06_S1_L001_R1_001.fastq.gz,betula_pendula/40838_ID1242_140-NED25-A002-D06_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
272,Sweden-NedreSoppero.NED26,NED26,betula_pendula/40870_ID1242_172-NED26-A002-D10_S1_L001_R1_001.fastq.gz,betula_pendula/40870_ID1242_172-NED26-A002-D10_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
273,Sweden-NedreSoppero.NED27,NED27,betula_pendula/40758_ID1242_60-NED27-A001-D08_S1_L001_R1_001.fastq.gz,betula_pendula/40758_ID1242_60-NED27-A001-D08_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
274,Sweden-NedreSoppero.NED28,NED28,betula_pendula/40737_ID1242_39-NED28-A001-G05_S1_L001_R1_001.fastq.gz,betula_pendula/40737_ID1242_39-NED28-A001-G05_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
275,Sweden-NedreSoppero.NED30,NED30,betula_pendula/40804_ID1242_106-NED30-A002-B02_S1_L001_R1_001.fastq.gz,betula_pendula/40804_ID1242_106-NED30-A002-B02_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
276,Sweden-NedreSoppero.NED31,NED31,betula_pendula/40850_ID1242_152-NED31-A002-H07_S1_L001_R1_001.fastq.gz,betula_pendula/40850_ID1242_152-NED31-A002-H07_S1_L001_R2_001.fastq.gz,Sweden,Nedre Soppero,68.02,21.79,372
277,Norway-Skadi.NOR01,NOR01,betula_pendula/40853_ID1242_155-NOR01-A002-C08_S1_L001_R1_001.fastq.gz,betula_pendula/40853_ID1242_155-NOR01-A002-C08_S1_L001_R2_001.fastq.gz,Norway,Skadi,70.48,24.86,191
278,Norway-Skadi.NOR02,NOR02,betula_pendula/40718_ID1242_20-NOR02-A001-D03_S1_L001_R1_001.fastq.gz,betula_pendula/40718_ID1242_20-NOR02-A001-D03_S1_L001_R2_001.fastq.gz,Norway,Skadi,70.48,24.86,191
279,Norway-Skadi.NOR04,NOR04,betula_pendula/40731_ID1242_33-NOR04-A001-A05_S1_L001_R1_001.fastq.gz,betula_pendula/40731_ID1242_33-NOR04-A001-A05_S1_L001_R2_001.fastq.gz,Norway,Skadi,70.48,24.86,191
280,Norway-Skadi.NOR06,NOR06,betula_pendula/40837_ID1242_139-NOR06-A002-C06_S1_L001_R1_001.fastq.gz,betula_pendula/40837_ID1242_139-NOR06-A002-C06_S1_L001_R2_001.fastq.gz,Norway,Skadi,70.48,24.86,191
281,Norway-Skadi.NOR07,NOR07,betula_pendula/40801_ID1242_103-NOR07-A002-G01_S1_L001_R1_001.fastq.gz,betula_pendula/40801_ID1242_103-NOR07-A002-G01_S1_L001_R2_001.fastq.gz,Norway,Skadi,70.48,24.86,191
